,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
1959,2013,09/2013,TBU,TBU-L3,0695,695,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,1.69722,2.0,0.84861
1960,2013,12/2013,TBU,TBU-L3,0695,695,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.60194,1.0,1.60194
1961,2012,07/2012,TBU,TBU-L5,100072,696,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,59.10577,19.0,3.11083
1962,2013,07/2013,TBU,TBU-L5,100072,696,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,18.56186,19.0,0.9769399999999999
1963,2013,07/2013,TBU,TBU-L5,100072,696,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,33.02827,38.0,0.869165
1964,2012,05/2012,TBU,TBU-L6,0698,698,500.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,60.95789,133.0,0.45833
1965,2012,08/2012,TBU,TBU-L6,0698,698,500.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,474.18224,133.0,3.56528
1966,2013,09/2013,TBU,TBU-L6,0698,698,500.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,6.6,132.0,0.049999999999999996
1967,2012,02/2012,TBU,TBU-L5,0700,700,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,104.36633,101.0,1.03333
1968,2012,04/2012,TBU,TBU-L5,0700,700,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,79.70617,101.0,0.78917
1969,2012,07/2012,TBU,TBU-L5,0700,700,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,29.90711,101.0,0.29611
1970,2013,07/2013,TBU,TBU-L5,0700,700,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,301.90617,101.0,2.9891699999999997
1971,2013,07/2013,TBU,TBU-L5,0700,700,225.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,246.29961,101.0,2.43861
1972,2013,08/2013,TBU,TBU-L5,0700,700,225.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,175.96422,101.0,1.74222
1973,2014,03/2014,TBU,TBU-L5,0700,700,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C391,ISOLADOR DANIFICADO,164.68656,101.0,1.6305599999999998
1974,2012,04/2012,TBU,TBU-L1,18757,701,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,8.64773,43.0,0.20110999999999998
1975,2012,07/2012,TBU,TBU-L1,18757,701,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,40.0975,43.0,0.9324999999999999
1976,2013,07/2013,TBU,TBU-L1,18757,701,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,26.85232,44.0,0.6102799999999999
1977,2013,08/2013,TBU,TBU-L1,18757,701,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,50.39232,44.0,1.1452799999999999
1978,2012,08/2012,TBU,TBU-L2,0705,705,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.3575,41.0,0.057499999999999996
1979,2013,07/2013,TBU,TBU-L2,0705,705,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,37.6175,41.0,0.9175
1980,2014,02/2014,TBU,TBU-L2,0705,705,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,8.53046,41.0,0.20806
1981,2014,07/2014,TBU,TBU-L2,0705,705,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,101.22449,41.0,2.46889
1982,2012,04/2012,TBU,TBU-L5,100067,707,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,78.917,100.0,0.78917
1983,2012,07/2012,TBU,TBU-L5,100067,707,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,29.90711,101.0,0.29611
1984,2012,09/2012,TBU,TBU-L5,100067,707,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
1985,2012,10/2012,TBU,TBU-L5,100067,707,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C273,ENTRELAÇADO,226.667,100.0,2.26667
1986,2013,07/2013,TBU,TBU-L5,100067,707,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,442.39716,148.0,2.98917
1987,2013,07/2013,TBU,TBU-L5,100067,707,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,360.91428,148.0,2.43861
1988,2013,08/2013,TBU,TBU-L5,100067,707,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,257.84856,148.0,1.74222
1989,2014,03/2014,TBU,TBU-L5,100067,707,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C391,ISOLADOR DANIFICADO,252.7368,155.0,1.63056
1990,2014,08/2014,TBU,TBU-L5,100067,707,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,83.41632,156.0,0.53472
1991,2014,10/2014,TBU,TBU-L5,100067,707,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C277,PARTIDO NO NEUTRO,90.99948,156.0,0.58333
1992,2012,06/2012,CPX,CPX-L5,0708,708,225.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.59166,2.0,0.79583
1993,2012,08/2012,CPX,CPX-L5,0708,708,225.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,0.98222,2.0,0.49111
1994,2013,07/2013,CPX,CPX-L5,0708,708,225.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,2.58834,2.0,1.29417
1995,2013,09/2013,CPX,CPX-L5,0708,708,225.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.33944,2.0,0.66972
1996,2013,10/2013,CPX,CPX-L5,0708,708,225.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,0.19612,2.0,0.09806
1997,2012,07/2012,TBU,TBU-L5,0710,709,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,19.24715,65.0,0.29611000000000004
1998,2013,07/2013,TBU,TBU-L5,0710,709,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,63.5011,65.0,0.97694
1999,2013,07/2013,TBU,TBU-L5,0710,709,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,112.99145,130.0,0.869165
2000,2012,07/2012,TBU,TBU-L5,0712,712,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,6.51442,22.0,0.29611000000000004
2001,2013,07/2013,TBU,TBU-L5,0712,712,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,21.49268,22.0,0.97694
2002,2013,07/2013,TBU,TBU-L5,0712,712,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,38.24326,44.0,0.869165
2003,2014,07/2014,TBU,TBU-L5,0712,712,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,82.5,22.0,3.75
2004,2012,08/2012,TBU,TBU-L2,0713,713,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.955,34.0,0.0575
2005,2013,07/2013,TBU,TBU-L2,0713,713,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,31.195,34.0,0.9175
2006,2014,02/2014,TBU,TBU-L2,0713,713,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,7.07404,34.0,0.20806
2007,2014,07/2014,TBU,TBU-L2,0713,713,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,9.96404,34.0,0.29306000000000004
2008,2012,07/2012,TBU,TBU-L5,0714,714,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,59.10577,19.0,3.11083
2009,2013,07/2013,TBU,TBU-L5,0714,714,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,18.56186,19.0,0.9769399999999999
2010,2013,07/2013,TBU,TBU-L5,0714,714,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,33.02827,38.0,0.869165
2011,2013,12/2013,TBU,TBU-L5,0714,714,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,55.73327,19.0,2.9333299999999998
2012,2012,08/2012,TBU,TBU-L6,0717,717,225.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,15.67092,43.0,0.36444000000000004
2013,2013,04/2013,TBU,TBU-L6,0717,717,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,50.34996,36.0,1.3986100000000001
2014,2013,07/2013,TBU,TBU-L6,0717,717,225.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,108.49986,42.0,2.58333
2015,2013,09/2013,TBU,TBU-L6,0717,717,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.15,43.0,0.049999999999999996
2016,2014,01/2014,TBU,TBU-L6,0717,717,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,63.78319,43.0,1.48333
2017,2012,02/2012,MGB,MGB-L7,2052,737,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,428.67638,121.0,3.54278
2018,2012,07/2012,MGB,MGB-L7,2052,737,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,160.68354,62.0,2.5916699999999997
2019,2012,11/2012,MGB,MGB-L7,2052,737,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,144.66708,124.0,1.16667
2020,2012,12/2012,MGB,MGB-L7,2052,737,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,3.0,1.0,0.0
2021,2012,12/2012,MGB,MGB-L7,2052,737,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C288,PRESTES A SE ROMPER,450.53292,124.0,3.63333
2022,2013,07/2013,MGB,MGB-L7,2052,737,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C195,VAZAMENTO DE ÓLEO / ,250.74903,123.0,2.0386100000000003
2023,2014,02/2014,MGB,MGB-L7,69950,737,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,85.77453,141.0,0.60833
2024,2014,04/2014,MGB,MGB-L7,69950,737,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,267.43286,142.0,1.88333
2025,2014,12/2014,MGB,MGB-L7,69950,737,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,3.0,1.0,0.0
2026,2014,12/2014,MGB,MGB-L7,69950,737,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
2027,2014,12/2014,MGB,MGB-L7,69950,737,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,485.16714,142.0,3.4166700000000003
2028,2012,02/2012,MGB,MGB-L4,0746,746,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,4.61528,1.0,0.0
2029,2012,04/2012,MGB,MGB-L4,0746,746,15.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,16.39308,11.0,1.49028
2030,2012,05/2012,MGB,MGB-L4,0746,746,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,16.88808,22.0,0.76764
2031,2012,07/2012,MGB,MGB-L4,0746,746,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,21.03829,26.0,0.809165
2032,2013,07/2013,MGB,MGB-L4,0746,746,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,91.96044,52.0,1.7684700000000002
2033,2014,10/2014,MGB,MGB-L4,0746,746,15.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,84.79226,34.0,2.49389
2034,2012,07/2012,TBU,TBU-L5,12307,748,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,360.85628,116.0,3.1108300000000004
2035,2012,10/2012,TBU,TBU-L5,12307,748,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,77.33372,116.0,0.66667
2036,2013,07/2013,TBU,TBU-L5,12307,748,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,113.32504,116.0,0.97694
2037,2013,07/2013,TBU,TBU-L5,12307,748,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,201.64628,232.0,0.869165
2038,2012,08/2012,BSA,BSA-L2,0749,749,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,22.20162,14.0,1.5858299999999999
2039,2012,08/2012,BSA,BSA-L2,0749,749,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,4.08716,14.0,0.29194
2040,2013,12/2013,BSA,BSA-L2,0749,749,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,112.0,14.0,8.0
2041,2012,04/2012,TBU,TBU-L1,0750,750,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,2.41332,12.0,0.20111
2042,2012,07/2012,TBU,TBU-L1,0750,750,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,34.25004,12.0,2.85417
2043,2012,11/2012,TBU,TBU-L1,0750,750,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,2.34,12.0,0.19499999999999998
2044,2013,07/2013,TBU,TBU-L1,0750,750,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,7.32336,12.0,0.61028
2045,2013,08/2013,TBU,TBU-L1,0750,750,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,13.74336,12.0,1.1452799999999999
2046,2012,02/2012,MGB,MGB-L5,0684,752,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.89188,29.0,0.09972
2047,2012,06/2012,MGB,MGB-L5,0684,752,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0527,35.0,0.08722
2048,2013,07/2013,MGB,MGB-L5,0684,752,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,38.62635,35.0,1.10361
2049,2012,04/2012,TBU,TBU-L1,0761,761,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.20111,1.0,0.20111
2050,2012,07/2012,TBU,TBU-L1,0761,761,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.85417,1.0,2.85417
2051,2012,11/2012,TBU,TBU-L1,0761,761,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,0.195,1.0,0.195
2052,2013,07/2013,TBU,TBU-L1,0761,761,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.61028,1.0,0.61028
2053,2013,08/2013,TBU,TBU-L1,0761,761,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,1.14528,1.0,1.14528
2054,2012,06/2012,CPX,CPX-L5,0433,762,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,27.05822,34.0,0.7958299999999999
2055,2012,08/2012,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,50.43322,34.0,1.48333
2056,2012,08/2012,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,66.3,34.0,1.95
2057,2012,08/2012,CPX,CPX-L5,0433,762,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,16.69774,34.0,0.49111
2058,2012,09/2012,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,3.0,1.0,0.0
2059,2012,09/2012,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
2060,2012,09/2012,CPX,CPX-L5,0433,762,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
2061,2012,11/2012,CPX,CPX-L5,0433,762,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,38.53322,34.0,1.13333
2062,2013,03/2013,CPX,CPX-L5,0433,762,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C321,CRUZAMENTO BT (FLY-T,136.0,34.0,4.0
2063,2013,03/2013,CPX,CPX-L5,0433,762,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,32.86678,34.0,0.9666699999999999
2064,2013,07/2013,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C441,ISOLADOR DANIFICADO,46.46678,34.0,1.36667
2065,2013,07/2013,CPX,CPX-L5,0433,762,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,44.00178,34.0,1.2941699999999998
2066,2013,09/2013,CPX,CPX-L5,0433,762,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,22.77048,34.0,0.66972
2067,2013,10/2013,CPX,CPX-L5,0433,762,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,3.33404,34.0,0.09806
2068,2013,11/2013,CPX,CPX-L5,0433,762,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,46.66655,35.0,1.3333300000000001
2069,2013,11/2013,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,36.16655,35.0,1.03333
2070,2014,10/2014,CPX,CPX-L5,0433,762,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,88.66655,35.0,2.53333
2071,2014,12/2014,CPX,CPX-L5,0433,762,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C274,FORA DO ISOLADOR (AM,29.16655,35.0,0.83333
2072,2013,02/2013,TBU,TBU-L3,0763,763,750.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.21472,1.0,1.21472
2073,2013,07/2013,TBU,TBU-L3,0763,763,750.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.08333,1.0,0.08333
2074,2013,08/2013,TBU,TBU-L3,0763,763,750.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,0.39167,1.0,0.39167
2075,2013,09/2013,TBU,TBU-L3,0763,763,750.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,0.84889,2.0,0.424445
2076,2013,02/2013,TBU,TBU-L3,0764,764,1500.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.21472,1.0,1.21472
2077,2013,07/2013,TBU,TBU-L3,0764,764,1500.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.08333,1.0,0.08333
2078,2013,08/2013,TBU,TBU-L3,0764,764,1500.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,0.39167,1.0,0.39167
2079,2013,09/2013,TBU,TBU-L3,0764,764,1500.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,0.84889,2.0,0.424445
2080,2012,06/2012,TBU,TBU-L4,0772,772,225.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,353.6,68.0,5.2
2081,2012,08/2012,TBU,TBU-L4,0772,772,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,68.39644,68.0,1.00583
2082,2013,07/2013,TBU,TBU-L4,0772,772,225.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,46.29644,68.0,0.6808299999999999
2083,2013,09/2013,TBU,TBU-L4,0772,772,225.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,146.48356,68.0,2.15417
2084,2014,03/2014,TBU,TBU-L4,0772,772,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,63.14548,68.0,0.9286099999999999
2085,2014,12/2014,TBU,TBU-L4,0772,772,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,128.10452,68.0,1.88389
2086,2012,04/2012,MGB,MGB-L4,-1,811,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,8.94168,6.0,1.49028
2087,2012,05/2012,MGB,MGB-L4,-1,811,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,14.95836,12.0,1.2465300000000001
