,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
132,2013,07/2013,TBU,TBU-L5,6472,77,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,0.43861,1.0,0.43861
133,2013,09/2013,TBU,TBU-L5,6472,77,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
134,2013,10/2013,TBU,TBU-L5,6472,77,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,1.24722,1.0,1.24722
135,2013,11/2013,TBU,TBU-L5,6472,77,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,0.08389,1.0,0.08389
136,2014,04/2014,TBU,TBU-L5,6472,77,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,1.44167,1.0,1.44167
137,2014,06/2014,TBU,TBU-L5,6472,77,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.0,1.0,0.0
138,2014,12/2014,TBU,TBU-L5,6472,77,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.0,1.0,0.0
139,2012,04/2012,MGB,MGB-L4,-1,78,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,132.63492,89.0,1.4902799999999998
140,2012,05/2012,MGB,MGB-L4,-1,78,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,221.88234,178.0,1.24653
141,2012,07/2012,MGB,MGB-L4,-1,78,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,183.6504,90.0,2.0405599999999997
142,2013,07/2013,TBU,TBU-L5,0078,78,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,40.35212,92.0,0.43861
143,2013,10/2013,TBU,TBU-L5,0078,78,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,113.49702,91.0,1.24722
144,2013,11/2013,TBU,TBU-L5,0078,78,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,7.71788,92.0,0.08389
145,2014,04/2014,TBU,TBU-L5,4610,78,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,132.63364,92.0,1.4416700000000002
146,2012,05/2012,TBU,TBU-L6,0353,79,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.45833,1.0,0.45833
147,2012,08/2012,TBU,TBU-L6,0353,79,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,3.56528,1.0,3.56528
148,2013,09/2013,TBU,TBU-L6,0353,79,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.05,1.0,0.05
149,2012,07/2012,TBU,TBU-L5,0080,80,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.88833,3.0,0.29611
150,2012,08/2012,TBU,TBU-L5,0080,80,30.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,10.56918,3.0,3.5230599999999996
151,2013,07/2013,TBU,TBU-L5,0080,80,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.15722,4.0,0.789305
152,2013,07/2013,TBU,TBU-L5,0080,80,30.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,3.47666,4.0,0.869165
153,2012,04/2012,MGB,MGB-L4,-1,81,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,92.39736,62.0,1.49028
154,2012,05/2012,MGB,MGB-L4,-1,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,154.56972,124.0,1.24653
155,2012,07/2012,MGB,MGB-L4,-1,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,173.01472,124.0,1.39528
156,2012,10/2012,MGB,MGB-L4,-1,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,262.46646,62.0,4.23333
157,2012,11/2012,TBU,TBU-L5,0081,81,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,237.66646,62.0,3.83333
158,2013,05/2013,TBU,TBU-L5,0081,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,358.56646,62.0,5.78333
159,2013,06/2013,TBU,TBU-L5,0081,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,3.0,1.0,0.0
160,2013,07/2013,TBU,TBU-L5,0081,81,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,27.19382,62.0,0.43861
161,2013,09/2013,TBU,TBU-L5,0081,81,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
162,2013,10/2013,TBU,TBU-L5,0081,81,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,77.32764,62.0,1.24722
163,2013,11/2013,TBU,TBU-L5,0081,81,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,111.135,62.0,1.7925
164,2014,04/2014,TBU,TBU-L5,0081,81,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,89.38354,62.0,1.44167
165,2014,12/2014,TBU,TBU-L5,0081,81,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.0,1.0,0.0
166,2012,04/2012,MGB,MGB-L4,-1,83,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,83.45568,56.0,1.49028
167,2012,05/2012,MGB,MGB-L4,-1,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,139.61136,112.0,1.24653
168,2012,07/2012,MGB,MGB-L4,-1,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,156.27136,112.0,1.3952799999999999
169,2012,10/2012,MGB,MGB-L4,-1,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,232.83315,55.0,4.23333
170,2012,11/2012,TBU,TBU-L5,0083,83,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,210.83315,55.0,3.8333299999999997
171,2013,05/2013,TBU,TBU-L5,0083,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,329.64981,57.0,5.78333
172,2013,06/2013,TBU,TBU-L5,0083,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,3.0,1.0,0.0
173,2013,07/2013,TBU,TBU-L5,0083,83,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,25.00077,57.0,0.43861
174,2013,09/2013,TBU,TBU-L5,0083,83,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
175,2013,10/2013,TBU,TBU-L5,0083,83,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,72.33876,58.0,1.24722
176,2013,11/2013,TBU,TBU-L5,0083,83,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,103.965,58.0,1.7925
177,2014,03/2014,TBU,TBU-L5,0083,83,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,35.76686,58.0,0.61667
178,2014,03/2014,TBU,TBU-L5,0083,83,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C195,VAZAMENTO DE ÓLEO / ,109.23314,58.0,1.8833300000000002
179,2014,04/2014,TBU,TBU-L5,0083,83,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,83.61686,58.0,1.44167
180,2014,09/2014,TBU,TBU-L5,0083,83,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C299,POLUIÇÃO,21.26686,58.0,0.36667
181,2012,04/2012,MGB,MGB-L4,-1,84,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,117.73212,79.0,1.4902799999999998
182,2012,05/2012,MGB,MGB-L4,-1,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,196.95174,158.0,1.24653
183,2012,07/2012,MGB,MGB-L4,-1,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,223.2448,160.0,1.39528
184,2012,10/2012,MGB,MGB-L4,-1,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,342.89973,81.0,4.23333
185,2012,11/2012,TBU,TBU-L5,0084,84,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,306.6664,80.0,3.83333
186,2013,05/2013,TBU,TBU-L5,0084,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,468.44973,81.0,5.783329999999999
187,2013,06/2013,TBU,TBU-L5,0084,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,3.0,1.0,0.0
188,2013,07/2013,TBU,TBU-L5,0084,84,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,35.52741,81.0,0.43861000000000006
189,2013,07/2013,TBU,TBU-L5,0084,84,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,81.0,81.0,1.0
190,2013,09/2013,TBU,TBU-L5,0084,84,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
191,2013,09/2013,TBU,TBU-L5,0084,84,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,3.0,1.0,0.0
192,2013,10/2013,TBU,TBU-L5,0084,84,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,101.02482,81.0,1.24722
193,2013,11/2013,TBU,TBU-L5,0084,84,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,145.1925,81.0,1.7925
194,2014,04/2014,TBU,TBU-L5,0084,84,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,136.95865,95.0,1.44167
195,2014,06/2014,TBU,TBU-L5,0084,84,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.0,1.0,0.0
196,2012,04/2012,TBU,TBU-L1,0005,85,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,60.47552,16.0,3.77972
197,2013,07/2013,TBU,TBU-L1,0005,85,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,14.67552,16.0,0.91722
198,2012,04/2012,MGB,MGB-L4,0086,86,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,2.98056,2.0,1.49028
199,2012,05/2012,MGB,MGB-L4,0086,86,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,2.535,2.0,1.2675
200,2013,03/2013,MGB,MGB-L4,0086,86,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,8.96666,2.0,4.48333
201,2013,06/2013,MGB,MGB-L4,0086,86,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,2.7,2.0,1.35
202,2013,07/2013,MGB,MGB-L4,0086,86,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.18666,2.0,1.59333
203,2014,10/2014,MGB,MGB-L4,0086,86,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.16222,2.0,1.08111
204,2012,03/2012,MGB,MGB-L4,0087,87,30.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C292,DESCARGA ATMOSFÉRICA,1.78333,1.0,1.78333
205,2012,03/2012,MGB,MGB-L4,0087,87,30.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C296,SALINIDADE,5.71667,1.0,5.71667
206,2012,04/2012,MGB,MGB-L4,0087,87,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.49028,1.0,1.49028
207,2012,05/2012,MGB,MGB-L4,0087,87,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,1.2675,1.0,1.2675
208,2013,04/2013,MGB,MGB-L4,0087,87,30.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,2.61667,1.0,2.61667
209,2013,06/2013,MGB,MGB-L4,0087,87,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,1.92222,1.0,1.92222
210,2013,07/2013,MGB,MGB-L4,0087,87,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.59333,1.0,1.59333
211,2014,08/2014,MGB,MGB-L4,-1,87,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,0.66667,1.0,0.66667
212,2014,10/2014,MGB,MGB-L4,0087,87,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.08111,1.0,1.08111
213,2012,07/2012,TBU,TBU-L5,0088,88,500.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,43.52817,147.0,0.29611000000000004
214,2012,08/2012,TBU,TBU-L5,0088,88,500.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,230.62683,147.0,1.5688900000000001
215,2013,07/2013,TBU,TBU-L5,0088,88,500.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,143.61018,147.0,0.9769400000000001
216,2013,07/2013,TBU,TBU-L5,0088,88,500.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,255.53451,294.0,0.8691650000000001
217,2012,03/2012,MGB,MGB-L4,16521,89,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C292,DESCARGA ATMOSFÉRICA,80.24985,45.0,1.7833299999999999
218,2012,03/2012,MGB,MGB-L4,16521,89,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C296,SALINIDADE,257.25015,45.0,5.716670000000001
219,2012,04/2012,MGB,MGB-L4,16521,89,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,67.0626,45.0,1.49028
220,2012,05/2012,MGB,MGB-L4,16521,89,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,57.0375,45.0,1.2675
221,2012,09/2012,MGB,MGB-L4,16521,89,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,167.93348,44.0,3.8166700000000002
222,2013,04/2013,MGB,MGB-L4,16521,89,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,120.36682,46.0,2.61667
223,2013,05/2013,MGB,MGB-L4,16521,89,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,56.73318,46.0,1.23333
224,2013,06/2013,MGB,MGB-L4,16521,89,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,88.42212,46.0,1.92222
225,2013,07/2013,MGB,MGB-L4,16521,89,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,73.29318,46.0,1.5933300000000001
226,2013,09/2013,MGB,MGB-L4,16521,89,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
227,2014,10/2014,MGB,MGB-L4,16521,89,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,47.56884,44.0,1.08111
228,2012,03/2012,MGB,MGB-L4,0090,90,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C292,DESCARGA ATMOSFÉRICA,1.78333,1.0,1.78333
229,2012,03/2012,MGB,MGB-L4,0090,90,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C296,SALINIDADE,5.71667,1.0,5.71667
230,2012,04/2012,MGB,MGB-L4,0090,90,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.49028,1.0,1.49028
231,2012,05/2012,MGB,MGB-L4,0090,90,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,1.2675,1.0,1.2675
232,2012,11/2012,MGB,MGB-L4,0090,90,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,1.31667,2.0,0.658335
233,2013,04/2013,MGB,MGB-L4,0090,90,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,2.61667,1.0,2.61667
234,2013,06/2013,MGB,MGB-L4,0090,90,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,1.92222,1.0,1.92222
235,2013,07/2013,MGB,MGB-L4,0090,90,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.59333,1.0,1.59333
236,2014,10/2014,MGB,MGB-L4,0090,90,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.08111,1.0,1.08111
237,2012,04/2012,TBU,TBU-L1,0092,92,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,3.01665,15.0,0.20110999999999998
238,2012,07/2012,TBU,TBU-L1,0092,92,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,42.81255,15.0,2.8541700000000003
239,2012,11/2012,TBU,TBU-L1,0092,92,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,2.925,15.0,0.19499999999999998
240,2013,07/2013,TBU,TBU-L1,0092,92,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,9.1542,15.0,0.6102799999999999
241,2013,08/2013,TBU,TBU-L1,0092,92,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,17.1792,15.0,1.14528
242,2012,04/2012,MGB,MGB-L4,18185,93,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,17.88336,12.0,1.49028
243,2012,05/2012,MGB,MGB-L4,18185,93,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,15.21,12.0,1.2675
244,2013,06/2013,MGB,MGB-L4,18185,93,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,21.14442,11.0,1.92222
245,2013,07/2013,MGB,MGB-L4,18185,93,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,17.52663,11.0,1.5933300000000001
246,2013,11/2013,MGB,MGB-L4,18185,93,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,4.77778,1.0,4.77778
247,2014,10/2014,MGB,MGB-L4,18185,93,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,11.89221,11.0,1.08111
248,2012,04/2012,MGB,MGB-L4,18185,94,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,4.47084,3.0,1.49028
249,2012,05/2012,MGB,MGB-L4,18185,94,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,3.8025,3.0,1.2675
250,2013,06/2013,MGB,MGB-L4,18185,94,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.84444,2.0,1.92222
251,2013,07/2013,MGB,MGB-L4,18185,94,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.18666,2.0,1.59333
252,2014,10/2014,MGB,MGB-L4,18185,94,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.16222,2.0,1.08111
253,2012,05/2012,TBU,TBU-L6,0353,95,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,10.54159,23.0,0.45832999999999996
254,2012,08/2012,TBU,TBU-L6,0353,95,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,82.00144,23.0,3.56528
255,2013,09/2013,TBU,TBU-L6,0353,95,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.15,23.0,0.049999999999999996
256,2012,04/2012,MGB,MGB-L4,-1,96,15.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,8.94168,6.0,1.49028
257,2012,05/2012,MGB,MGB-L4,-1,96,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,14.95836,12.0,1.2465300000000001
258,2012,07/2012,MGB,MGB-L4,-1,96,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,16.74336,12.0,1.3952799999999999
259,2012,10/2012,MGB,MGB-L4,-1,96,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,45.50777,7.0,6.50111
260,2012,11/2012,TBU,TBU-L5,0096,96,15.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,26.83331,7.0,3.83333
261,2012,12/2012,TBU,TBU-L5,0096,96,15.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
262,2012,12/2012,TBU,TBU-L5,0096,96,15.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,3.0,1.0,0.0
